Geography,Financial Year,Budget Phase,Class,Service Name,Total
DC39,2019/20,Budget Year,Middle Income Range,Electricity: Consumption,
DC39,2020/21,Budget Year,Middle Income Range,Electricity: Consumption,
DC39,2021/22,Budget Year,Middle Income Range,Electricity: Consumption,
DC39,2015/16,Audited Outcome,Middle Income Range,Water: Basic levy,
DC39,2016/17,Audited Outcome,Middle Income Range,Water: Basic levy,
DC39,2017/18,Audited Outcome,Middle Income Range,Water: Basic levy,
DC39,2018/19,Original Budget,Middle Income Range,Water: Basic levy,
DC39,2018/19,Adjusted Budget,Middle Income Range,Water: Basic levy,
DC39,2019/20,Budget Year,Middle Income Range,Water: Basic levy,
DC39,2020/21,Budget Year,Middle Income Range,Water: Basic levy,
DC39,2021/22,Budget Year,Middle Income Range,Water: Basic levy,
DC39,2015/16,Audited Outcome,Middle Income Range,Water: Consumption,
DC39,2016/17,Audited Outcome,Middle Income Range,Water: Consumption,
DC39,2017/18,Audited Outcome,Middle Income Range,Water: Consumption,
DC39,2018/19,Original Budget,Middle Income Range,Water: Consumption,
DC39,2018/19,Adjusted Budget,Middle Income Range,Water: Consumption,
DC39,2019/20,Budget Year,Middle Income Range,Water: Consumption,
DC39,2020/21,Budget Year,Middle Income Range,Water: Consumption,
DC39,2021/22,Budget Year,Middle Income Range,Water: Consumption,
DC39,2015/16,Audited Outcome,Middle Income Range,Sanitation,
DC39,2016/17,Audited Outcome,Middle Income Range,Sanitation,
DC39,2017/18,Audited Outcome,Middle Income Range,Sanitation,
DC39,2018/19,Original Budget,Middle Income Range,Sanitation,
DC39,2018/19,Adjusted Budget,Middle Income Range,Sanitation,
DC39,2019/20,Budget Year,Middle Income Range,Sanitation,
DC39,2020/21,Budget Year,Middle Income Range,Sanitation,
DC39,2021/22,Budget Year,Middle Income Range,Sanitation,
DC39,2015/16,Audited Outcome,Middle Income Range,Refuse removal,
DC39,2016/17,Audited Outcome,Middle Income Range,Refuse removal,
DC39,2017/18,Audited Outcome,Middle Income Range,Refuse removal,
DC39,2018/19,Original Budget,Middle Income Range,Refuse removal,
DC39,2018/19,Adjusted Budget,Middle Income Range,Refuse removal,
DC39,2019/20,Budget Year,Middle Income Range,Refuse removal,
DC39,2020/21,Budget Year,Middle Income Range,Refuse removal,
DC39,2021/22,Budget Year,Middle Income Range,Refuse removal,
DC39,2015/16,Audited Outcome,Middle Income Range,Other,
DC39,2016/17,Audited Outcome,Middle Income Range,Other,
DC39,2017/18,Audited Outcome,Middle Income Range,Other,
DC39,2018/19,Original Budget,Middle Income Range,Other,
DC39,2018/19,Adjusted Budget,Middle Income Range,Other,
DC39,2019/20,Budget Year,Middle Income Range,Other,
DC39,2020/21,Budget Year,Middle Income Range,Other,
DC39,2021/22,Budget Year,Middle Income Range,Other,
DC39,2015/16,Audited Outcome,Affordable Range,Property rates,
DC39,2016/17,Audited Outcome,Affordable Range,Property rates,
DC39,2017/18,Audited Outcome,Affordable Range,Property rates,
DC39,2018/19,Original Budget,Affordable Range,Property rates,
DC39,2018/19,Adjusted Budget,Affordable Range,Property rates,
DC39,2019/20,Budget Year,Affordable Range,Property rates,
DC39,2020/21,Budget Year,Affordable Range,Property rates,
DC39,2021/22,Budget Year,Affordable Range,Property rates,
DC39,2015/16,Audited Outcome,Affordable Range,Electricity: Basic levy,
DC39,2016/17,Audited Outcome,Affordable Range,Electricity: Basic levy,
DC39,2017/18,Audited Outcome,Affordable Range,Electricity: Basic levy,
DC39,2018/19,Original Budget,Affordable Range,Electricity: Basic levy,
DC39,2018/19,Adjusted Budget,Affordable Range,Electricity: Basic levy,
DC39,2019/20,Budget Year,Affordable Range,Electricity: Basic levy,
DC39,2020/21,Budget Year,Affordable Range,Electricity: Basic levy,
DC39,2021/22,Budget Year,Affordable Range,Electricity: Basic levy,
DC39,2015/16,Audited Outcome,Affordable Range,Electricity: Consumption,
DC39,2016/17,Audited Outcome,Affordable Range,Electricity: Consumption,
DC39,2017/18,Audited Outcome,Affordable Range,Electricity: Consumption,
DC39,2018/19,Original Budget,Affordable Range,Electricity: Consumption,
DC39,2018/19,Adjusted Budget,Affordable Range,Electricity: Consumption,
DC39,2019/20,Budget Year,Affordable Range,Electricity: Consumption,
DC39,2020/21,Budget Year,Affordable Range,Electricity: Consumption,
DC39,2021/22,Budget Year,Affordable Range,Electricity: Consumption,
DC39,2015/16,Audited Outcome,Affordable Range,Water: Basic levy,
DC39,2016/17,Audited Outcome,Affordable Range,Water: Basic levy,
DC39,2017/18,Audited Outcome,Affordable Range,Water: Basic levy,
DC39,2018/19,Original Budget,Affordable Range,Water: Basic levy,
DC39,2018/19,Adjusted Budget,Affordable Range,Water: Basic levy,
DC39,2019/20,Budget Year,Affordable Range,Water: Basic levy,
DC39,2020/21,Budget Year,Affordable Range,Water: Basic levy,
DC39,2021/22,Budget Year,Affordable Range,Water: Basic levy,
DC39,2015/16,Audited Outcome,Affordable Range,Water: Consumption,
DC39,2016/17,Audited Outcome,Affordable Range,Water: Consumption,
DC39,2017/18,Audited Outcome,Affordable Range,Water: Consumption,
DC39,2018/19,Original Budget,Affordable Range,Water: Consumption,
DC39,2018/19,Adjusted Budget,Affordable Range,Water: Consumption,
DC39,2019/20,Budget Year,Affordable Range,Water: Consumption,
DC39,2020/21,Budget Year,Affordable Range,Water: Consumption,
DC39,2021/22,Budget Year,Affordable Range,Water: Consumption,
DC39,2015/16,Audited Outcome,Affordable Range,Sanitation,
DC39,2016/17,Audited Outcome,Affordable Range,Sanitation,
DC39,2017/18,Audited Outcome,Affordable Range,Sanitation,
DC39,2018/19,Original Budget,Affordable Range,Sanitation,
DC39,2018/19,Adjusted Budget,Affordable Range,Sanitation,
DC39,2019/20,Budget Year,Affordable Range,Sanitation,
DC39,2020/21,Budget Year,Affordable Range,Sanitation,
DC39,2021/22,Budget Year,Affordable Range,Sanitation,
DC39,2015/16,Audited Outcome,Affordable Range,Refuse removal,
DC39,2016/17,Audited Outcome,Affordable Range,Refuse removal,
DC39,2017/18,Audited Outcome,Affordable Range,Refuse removal,
DC39,2018/19,Original Budget,Affordable Range,Refuse removal,
DC39,2018/19,Adjusted Budget,Affordable Range,Refuse removal,
DC39,2019/20,Budget Year,Affordable Range,Refuse removal,
DC39,2020/21,Budget Year,Affordable Range,Refuse removal,
DC39,2021/22,Budget Year,Affordable Range,Refuse removal,
DC39,2015/16,Audited Outcome,Affordable Range,Other,
DC39,2016/17,Audited Outcome,Affordable Range,Other,
DC39,2017/18,Audited Outcome,Affordable Range,Other,
DC39,2018/19,Original Budget,Affordable Range,Other,
DC39,2018/19,Adjusted Budget,Affordable Range,Other,
DC39,2019/20,Budget Year,Affordable Range,Other,
DC39,2020/21,Budget Year,Affordable Range,Other,
DC39,2021/22,Budget Year,Affordable Range,Other,
DC39,2015/16,Audited Outcome,Indigent HH receiving FBS,Property rates,
DC39,2016/17,Audited Outcome,Indigent HH receiving FBS,Property rates,
DC39,2017/18,Audited Outcome,Indigent HH receiving FBS,Property rates,
DC39,2018/19,Original Budget,Indigent HH receiving FBS,Property rates,
DC39,2018/19,Adjusted Budget,Indigent HH receiving FBS,Property rates,
DC39,2019/20,Budget Year,Indigent HH receiving FBS,Property rates,
DC39,2020/21,Budget Year,Indigent HH receiving FBS,Property rates,
DC39,2021/22,Budget Year,Indigent HH receiving FBS,Property rates,
DC39,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
DC39,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
DC39,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
DC39,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Basic levy,
DC39,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Basic levy,
DC39,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
DC39,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
DC39,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
DC39,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
DC39,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
DC39,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
DC39,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Consumption,
DC39,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Consumption,
DC39,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,
DC39,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,
DC39,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,
DC39,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
DC39,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
DC39,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
DC39,2018/19,Original Budget,Indigent HH receiving FBS,Water: Basic levy,
DC39,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Basic levy,
DC39,2019/20,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
DC39,2020/21,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
DC39,2021/22,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
DC39,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
DC39,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
DC39,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
DC39,2018/19,Original Budget,Indigent HH receiving FBS,Water: Consumption,
DC39,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Consumption,
DC39,2019/20,Budget Year,Indigent HH receiving FBS,Water: Consumption,
DC39,2020/21,Budget Year,Indigent HH receiving FBS,Water: Consumption,
DC39,2021/22,Budget Year,Indigent HH receiving FBS,Water: Consumption,
DC39,2015/16,Audited Outcome,Indigent HH receiving FBS,Sanitation,
DC39,2016/17,Audited Outcome,Indigent HH receiving FBS,Sanitation,
DC39,2017/18,Audited Outcome,Indigent HH receiving FBS,Sanitation,
DC39,2018/19,Original Budget,Indigent HH receiving FBS,Sanitation,
DC39,2018/19,Adjusted Budget,Indigent HH receiving FBS,Sanitation,
DC39,2019/20,Budget Year,Indigent HH receiving FBS,Sanitation,
DC39,2020/21,Budget Year,Indigent HH receiving FBS,Sanitation,
DC39,2021/22,Budget Year,Indigent HH receiving FBS,Sanitation,
DC39,2015/16,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
DC39,2016/17,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
DC39,2017/18,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
DC39,2018/19,Original Budget,Indigent HH receiving FBS,Refuse removal,
DC39,2018/19,Adjusted Budget,Indigent HH receiving FBS,Refuse removal,
DC39,2019/20,Budget Year,Indigent HH receiving FBS,Refuse removal,
DC39,2020/21,Budget Year,Indigent HH receiving FBS,Refuse removal,
DC39,2021/22,Budget Year,Indigent HH receiving FBS,Refuse removal,
DC39,2015/16,Audited Outcome,Indigent HH receiving FBS,Other,
DC39,2016/17,Audited Outcome,Indigent HH receiving FBS,Other,
DC39,2017/18,Audited Outcome,Indigent HH receiving FBS,Other,
DC39,2018/19,Original Budget,Indigent HH receiving FBS,Other,
DC39,2018/19,Adjusted Budget,Indigent HH receiving FBS,Other,
DC39,2019/20,Budget Year,Indigent HH receiving FBS,Other,
DC39,2020/21,Budget Year,Indigent HH receiving FBS,Other,
DC39,2021/22,Budget Year,Indigent HH receiving FBS,Other,
NW403,2015/16,Audited Outcome,Middle Income Range,Property rates,0.06
NW403,2016/17,Audited Outcome,Middle Income Range,Property rates,0.06
NW403,2017/18,Audited Outcome,Middle Income Range,Property rates,0.06
NW403,2018/19,Original Budget,Middle Income Range,Property rates,672.21
NW403,2018/19,Adjusted Budget,Middle Income Range,Property rates,672.21
NW403,2019/20,Budget Year,Middle Income Range,Property rates,711.2
NW403,2020/21,Budget Year,Middle Income Range,Property rates,752.45
NW403,2021/22,Budget Year,Middle Income Range,Property rates,796.09
NW403,2015/16,Audited Outcome,Middle Income Range,Electricity: Basic levy,0.12
NW403,2016/17,Audited Outcome,Middle Income Range,Electricity: Basic levy,0.06
NW403,2017/18,Audited Outcome,Middle Income Range,Electricity: Basic levy,0.06
NW403,2018/19,Original Budget,Middle Income Range,Electricity: Basic levy,145.25
NW403,2018/19,Adjusted Budget,Middle Income Range,Electricity: Basic levy,145.25
NW403,2019/20,Budget Year,Middle Income Range,Electricity: Basic levy,134.04
NW403,2020/21,Budget Year,Middle Income Range,Electricity: Basic levy,141.01
NW403,2021/22,Budget Year,Middle Income Range,Electricity: Basic levy,148.34
NW403,2015/16,Audited Outcome,Middle Income Range,Electricity: Consumption,0.12
NW403,2016/17,Audited Outcome,Middle Income Range,Electricity: Consumption,0.08
NW403,2017/18,Audited Outcome,Middle Income Range,Electricity: Consumption,0.02
NW403,2018/19,Original Budget,Middle Income Range,Electricity: Consumption,1100.62
NW403,2018/19,Adjusted Budget,Middle Income Range,Electricity: Consumption,1100.62
NW403,2019/20,Budget Year,Middle Income Range,Electricity: Consumption,1718.85
NW403,2020/21,Budget Year,Middle Income Range,Electricity: Consumption,1943.38
NW403,2021/22,Budget Year,Middle Income Range,Electricity: Consumption,2197.38
NW403,2015/16,Audited Outcome,Middle Income Range,Water: Basic levy,0.15
NW403,2016/17,Audited Outcome,Middle Income Range,Water: Basic levy,0.06
NW403,2017/18,Audited Outcome,Middle Income Range,Water: Basic levy,0.09
NW403,2018/19,Original Budget,Middle Income Range,Water: Basic levy,155.12
NW403,2018/19,Adjusted Budget,Middle Income Range,Water: Basic levy,155.12
NW403,2019/20,Budget Year,Middle Income Range,Water: Basic levy,143.15
NW403,2020/21,Budget Year,Middle Income Range,Water: Basic levy,150.59
NW403,2021/22,Budget Year,Middle Income Range,Water: Basic levy,158.42
NW403,2015/16,Audited Outcome,Middle Income Range,Water: Consumption,0.1
NW403,2016/17,Audited Outcome,Middle Income Range,Water: Consumption,0.1
NW403,2017/18,Audited Outcome,Middle Income Range,Water: Consumption,0.09
NW403,2018/19,Original Budget,Middle Income Range,Water: Consumption,801.96
NW403,2018/19,Adjusted Budget,Middle Income Range,Water: Consumption,801.96
NW403,2019/20,Budget Year,Middle Income Range,Water: Consumption,759.82
NW403,2020/21,Budget Year,Middle Income Range,Water: Consumption,820.61
NW403,2021/22,Budget Year,Middle Income Range,Water: Consumption,886.26
NW403,2015/16,Audited Outcome,Middle Income Range,Sanitation,0.06
NW403,2016/17,Audited Outcome,Middle Income Range,Sanitation,0.06
NW403,2017/18,Audited Outcome,Middle Income Range,Sanitation,0.06
NW403,2018/19,Original Budget,Middle Income Range,Sanitation,85.47
NW403,2018/19,Adjusted Budget,Middle Income Range,Sanitation,85.47
NW403,2019/20,Budget Year,Middle Income Range,Sanitation,78.87
NW403,2020/21,Budget Year,Middle Income Range,Sanitation,82.97
NW403,2021/22,Budget Year,Middle Income Range,Sanitation,87.28
NW403,2015/16,Audited Outcome,Middle Income Range,Refuse removal,0.06
NW403,2016/17,Audited Outcome,Middle Income Range,Refuse removal,0.06
NW403,2017/18,Audited Outcome,Middle Income Range,Refuse removal,0.06
NW403,2018/19,Original Budget,Middle Income Range,Refuse removal,156.29
NW403,2018/19,Adjusted Budget,Middle Income Range,Refuse removal,156.29
NW403,2019/20,Budget Year,Middle Income Range,Refuse removal,144.23
NW403,2020/21,Budget Year,Middle Income Range,Refuse removal,151.73
NW403,2021/22,Budget Year,Middle Income Range,Refuse removal,159.62
NW403,2015/16,Audited Outcome,Middle Income Range,Other,
NW403,2016/17,Audited Outcome,Middle Income Range,Other,0.06
NW403,2017/18,Audited Outcome,Middle Income Range,Other,0.06
NW403,2018/19,Original Budget,Middle Income Range,Other,87.75
NW403,2018/19,Adjusted Budget,Middle Income Range,Other,87.75
NW403,2019/20,Budget Year,Middle Income Range,Other,80.97
NW403,2020/21,Budget Year,Middle Income Range,Other,85.18
NW403,2021/22,Budget Year,Middle Income Range,Other,89.61
NW403,2015/16,Audited Outcome,Affordable Range,Property rates,611.92
NW403,2016/17,Audited Outcome,Affordable Range,Property rates,0.06
NW403,2017/18,Audited Outcome,Affordable Range,Property rates,0.06
NW403,2018/19,Original Budget,Affordable Range,Property rates,465.38
NW403,2018/19,Adjusted Budget,Affordable Range,Property rates,465.38
NW403,2019/20,Budget Year,Affordable Range,Property rates,492.37
NW403,2020/21,Budget Year,Affordable Range,Property rates,520.93
NW403,2021/22,Budget Year,Affordable Range,Property rates,551.14
NW403,2015/16,Audited Outcome,Affordable Range,Electricity: Basic levy,112.2
NW403,2016/17,Audited Outcome,Affordable Range,Electricity: Basic levy,0.06
NW403,2017/18,Audited Outcome,Affordable Range,Electricity: Basic levy,0.06
NW403,2018/19,Original Budget,Affordable Range,Electricity: Basic levy,145.25
NW403,2018/19,Adjusted Budget,Affordable Range,Electricity: Basic levy,145.25
NW403,2019/20,Budget Year,Affordable Range,Electricity: Basic levy,134.04
NW403,2020/21,Budget Year,Affordable Range,Electricity: Basic levy,141.01
NW403,2021/22,Budget Year,Affordable Range,Electricity: Basic levy,148.34
NW403,2015/16,Audited Outcome,Affordable Range,Electricity: Consumption,545.5
NW403,2016/17,Audited Outcome,Affordable Range,Electricity: Consumption,0.08
NW403,2017/18,Audited Outcome,Affordable Range,Electricity: Consumption,0.02
NW403,2018/19,Original Budget,Affordable Range,Electricity: Consumption,718.9
NW403,2018/19,Adjusted Budget,Affordable Range,Electricity: Consumption,718.9
NW403,2019/20,Budget Year,Affordable Range,Electricity: Consumption,718.63
