Geography,Financial Year,Budget Phase,Class,Total,Percent Increase
WC011,2018/19,Adjusted Budget,Middle Income Range,3217.35,
WC011,2019/20,Budget Year,Middle Income Range,3546.89,10.24
WC011,2020/21,Budget Year,Middle Income Range,3738.43,5.4
WC011,2021/22,Budget Year,Middle Income Range,3940.3,5.4
WC011,2015/16,Audited Outcome,Affordable Range,1728.64,
WC011,2016/17,Audited Outcome,Affordable Range,1871.49,8.26
WC011,2017/18,Audited Outcome,Affordable Range,1827.39,-2.36
WC011,2018/19,Original Budget,Affordable Range,1934.91,5.88
WC011,2018/19,Adjusted Budget,Affordable Range,1934.91,
WC011,2019/20,Budget Year,Affordable Range,2113.97,9.25
WC011,2020/21,Budget Year,Affordable Range,2228.12,5.4
WC011,2021/22,Budget Year,Affordable Range,2160.59,-3.03
WC011,2015/16,Audited Outcome,Indigent HH receiving FBS,770.34,
WC011,2016/17,Audited Outcome,Indigent HH receiving FBS,812.52,5.48
WC011,2017/18,Audited Outcome,Indigent HH receiving FBS,815.21,0.33
WC011,2018/19,Original Budget,Indigent HH receiving FBS,637.83,-21.76
WC011,2018/19,Adjusted Budget,Indigent HH receiving FBS,637.83,
WC011,2019/20,Budget Year,Indigent HH receiving FBS,708.45,11.07
WC011,2020/21,Budget Year,Indigent HH receiving FBS,746.7,5.4
WC011,2021/22,Budget Year,Indigent HH receiving FBS,787.03,5.4
WC012,2015/16,Audited Outcome,Middle Income Range,,
WC012,2016/17,Audited Outcome,Middle Income Range,,
WC012,2017/18,Audited Outcome,Middle Income Range,2783.75,
WC012,2018/19,Original Budget,Middle Income Range,3281.22,17.87
WC012,2018/19,Adjusted Budget,Middle Income Range,3281.22,
WC012,2019/20,Budget Year,Middle Income Range,3573.59,8.91
WC012,2020/21,Budget Year,Middle Income Range,3787.23,5.98
WC012,2021/22,Budget Year,Middle Income Range,4058.53,7.16
WC012,2015/16,Audited Outcome,Affordable Range,,
WC012,2016/17,Audited Outcome,Affordable Range,,
WC012,2017/18,Audited Outcome,Affordable Range,1804.86,
WC012,2018/19,Original Budget,Affordable Range,1928.28,6.84
WC012,2018/19,Adjusted Budget,Affordable Range,1928.28,
WC012,2019/20,Budget Year,Affordable Range,2103.77,9.1
WC012,2020/21,Budget Year,Affordable Range,2240.39,6.49
WC012,2021/22,Budget Year,Affordable Range,2337.53,4.34
WC012,2015/16,Audited Outcome,Indigent HH receiving FBS,,
WC012,2016/17,Audited Outcome,Indigent HH receiving FBS,,
WC012,2017/18,Audited Outcome,Indigent HH receiving FBS,820.48,
WC012,2018/19,Original Budget,Indigent HH receiving FBS,871.59,6.23
WC012,2018/19,Adjusted Budget,Indigent HH receiving FBS,871.59,
WC012,2019/20,Budget Year,Indigent HH receiving FBS,945.91,8.15
WC012,2020/21,Budget Year,Indigent HH receiving FBS,1005.46,6.3
WC012,2021/22,Budget Year,Indigent HH receiving FBS,1065.47,5.97
WC013,2015/16,Audited Outcome,Middle Income Range,2733.55,
WC013,2016/17,Audited Outcome,Middle Income Range,2916.3,6.69
WC013,2017/18,Audited Outcome,Middle Income Range,3271.31,12.17
WC013,2018/19,Original Budget,Middle Income Range,3496.98,6.9
WC013,2018/19,Adjusted Budget,Middle Income Range,3496.98,
WC013,2019/20,Budget Year,Middle Income Range,3850.72,10.12
WC013,2020/21,Budget Year,Middle Income Range,4081.77,6.0
WC013,2021/22,Budget Year,Middle Income Range,4326.67,6.0
WC013,2015/16,Audited Outcome,Affordable Range,1797.1,
WC013,2016/17,Audited Outcome,Affordable Range,1911.67,6.38
WC013,2017/18,Audited Outcome,Affordable Range,2060.5,7.79
WC013,2018/19,Original Budget,Affordable Range,2169.44,5.29
WC013,2018/19,Adjusted Budget,Affordable Range,2169.44,
WC013,2019/20,Budget Year,Affordable Range,2365.78,9.05
WC013,2020/21,Budget Year,Affordable Range,2507.72,6.0
WC013,2021/22,Budget Year,Affordable Range,2658.19,6.0
WC013,2015/16,Audited Outcome,Indigent HH receiving FBS,744.22,
WC013,2016/17,Audited Outcome,Indigent HH receiving FBS,792.24,6.45
WC013,2017/18,Audited Outcome,Indigent HH receiving FBS,836.27,5.56
WC013,2018/19,Original Budget,Indigent HH receiving FBS,864.24,3.34
WC013,2018/19,Adjusted Budget,Indigent HH receiving FBS,864.24,
WC013,2019/20,Budget Year,Indigent HH receiving FBS,943.19,9.14
WC013,2020/21,Budget Year,Indigent HH receiving FBS,999.78,6.0
WC013,2021/22,Budget Year,Indigent HH receiving FBS,1059.77,6.0
WC014,2015/16,Audited Outcome,Middle Income Range,2439.79,
WC014,2016/17,Audited Outcome,Middle Income Range,2848.73,16.76
WC014,2017/18,Audited Outcome,Middle Income Range,2908.06,2.08
WC014,2018/19,Original Budget,Middle Income Range,3213.42,10.5
WC014,2018/19,Adjusted Budget,Middle Income Range,3213.42,
WC014,2019/20,Budget Year,Middle Income Range,3745.31,16.55
WC014,2020/21,Budget Year,Middle Income Range,4160.1,11.07
WC014,2021/22,Budget Year,Middle Income Range,4626.98,11.22
WC014,2015/16,Audited Outcome,Affordable Range,1470.65,
WC014,2016/17,Audited Outcome,Affordable Range,1682.07,14.38
WC014,2017/18,Audited Outcome,Affordable Range,2001.38,18.98
WC014,2018/19,Original Budget,Affordable Range,2031.79,1.52
WC014,2018/19,Adjusted Budget,Affordable Range,2031.79,
WC014,2019/20,Budget Year,Affordable Range,2233.32,9.92
WC014,2020/21,Budget Year,Affordable Range,2458.57,10.09
WC014,2021/22,Budget Year,Affordable Range,2710.64,10.25
WC014,2015/16,Audited Outcome,Indigent HH receiving FBS,573.73,
WC014,2016/17,Audited Outcome,Indigent HH receiving FBS,615.39,7.26
WC014,2017/18,Audited Outcome,Indigent HH receiving FBS,729.05,18.47
WC014,2018/19,Original Budget,Indigent HH receiving FBS,679.54,-6.79
WC014,2018/19,Adjusted Budget,Indigent HH receiving FBS,679.54,
WC014,2019/20,Budget Year,Indigent HH receiving FBS,745.58,9.72
WC014,2020/21,Budget Year,Indigent HH receiving FBS,822.33,10.29
WC014,2021/22,Budget Year,Indigent HH receiving FBS,908.27,10.45
WC015,2015/16,Audited Outcome,Middle Income Range,2705.11,
WC015,2016/17,Audited Outcome,Middle Income Range,2705.11,
WC015,2017/18,Audited Outcome,Middle Income Range,2985.63,10.37
WC015,2018/19,Original Budget,Middle Income Range,3579.73,19.9
WC015,2018/19,Adjusted Budget,Middle Income Range,3579.73,
WC015,2019/20,Budget Year,Middle Income Range,3992.78,11.54
WC015,2020/21,Budget Year,Middle Income Range,4375.19,9.58
WC015,2021/22,Budget Year,Middle Income Range,4743.08,8.41
WC015,2015/16,Audited Outcome,Affordable Range,1623.19,
WC015,2016/17,Audited Outcome,Affordable Range,1623.19,
WC015,2017/18,Audited Outcome,Affordable Range,1809.55,11.48
WC015,2018/19,Original Budget,Affordable Range,2102.45,16.19
WC015,2018/19,Adjusted Budget,Affordable Range,2102.45,
WC015,2019/20,Budget Year,Affordable Range,2300.99,9.44
WC015,2020/21,Budget Year,Affordable Range,2513.35,9.23
WC015,2021/22,Budget Year,Affordable Range,2725.03,8.42
WC015,2015/16,Audited Outcome,Indigent HH receiving FBS,980.0,
WC015,2016/17,Audited Outcome,Indigent HH receiving FBS,980.0,
WC015,2017/18,Audited Outcome,Indigent HH receiving FBS,1042.25,6.35
WC015,2018/19,Original Budget,Indigent HH receiving FBS,1399.53,34.28
WC015,2018/19,Adjusted Budget,Indigent HH receiving FBS,1399.53,
WC015,2019/20,Budget Year,Indigent HH receiving FBS,1548.9,10.67
WC015,2020/21,Budget Year,Indigent HH receiving FBS,1788.22,15.45
WC015,2021/22,Budget Year,Indigent HH receiving FBS,1933.42,8.12
DC1,2015/16,Audited Outcome,Middle Income Range,,
DC1,2016/17,Audited Outcome,Middle Income Range,,
DC1,2017/18,Audited Outcome,Middle Income Range,,
DC1,2018/19,Original Budget,Middle Income Range,,
DC1,2018/19,Adjusted Budget,Middle Income Range,,
DC1,2019/20,Budget Year,Middle Income Range,,
DC1,2020/21,Budget Year,Middle Income Range,,
DC1,2021/22,Budget Year,Middle Income Range,,
DC1,2015/16,Audited Outcome,Affordable Range,,
DC1,2016/17,Audited Outcome,Affordable Range,,
DC1,2017/18,Audited Outcome,Affordable Range,,
DC1,2018/19,Original Budget,Affordable Range,,
DC1,2018/19,Adjusted Budget,Affordable Range,,
DC1,2019/20,Budget Year,Affordable Range,,
DC1,2020/21,Budget Year,Affordable Range,,
DC1,2021/22,Budget Year,Affordable Range,,
DC1,2015/16,Audited Outcome,Indigent HH receiving FBS,,
DC1,2016/17,Audited Outcome,Indigent HH receiving FBS,,
DC1,2017/18,Audited Outcome,Indigent HH receiving FBS,,
DC1,2018/19,Original Budget,Indigent HH receiving FBS,,
DC1,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
DC1,2019/20,Budget Year,Indigent HH receiving FBS,,
DC1,2020/21,Budget Year,Indigent HH receiving FBS,,
DC1,2021/22,Budget Year,Indigent HH receiving FBS,,
WC022,2015/16,Audited Outcome,Middle Income Range,2585.44,
WC022,2016/17,Audited Outcome,Middle Income Range,2580.61,-0.19
WC022,2017/18,Audited Outcome,Middle Income Range,2818.85,9.23
WC022,2018/19,Original Budget,Middle Income Range,2897.28,2.78
WC022,2018/19,Adjusted Budget,Middle Income Range,2897.28,
WC022,2019/20,Budget Year,Middle Income Range,3167.35,9.32
WC022,2020/21,Budget Year,Middle Income Range,3325.72,5.0
WC022,2021/22,Budget Year,Middle Income Range,3492.0,5.0
WC022,2015/16,Audited Outcome,Affordable Range,1561.98,
WC022,2016/17,Audited Outcome,Affordable Range,1458.96,-6.6
WC022,2017/18,Audited Outcome,Affordable Range,1604.71,9.99
WC022,2018/19,Original Budget,Affordable Range,1628.08,1.46
WC022,2018/19,Adjusted Budget,Affordable Range,1628.08,
WC022,2019/20,Budget Year,Affordable Range,1762.1,8.23
WC022,2020/21,Budget Year,Affordable Range,1850.21,5.0
WC022,2021/22,Budget Year,Affordable Range,1942.72,5.0
WC022,2015/16,Audited Outcome,Indigent HH receiving FBS,612.17,
WC022,2016/17,Audited Outcome,Indigent HH receiving FBS,651.88,6.49
WC022,2017/18,Audited Outcome,Indigent HH receiving FBS,671.18,2.96
WC022,2018/19,Original Budget,Indigent HH receiving FBS,653.65,-2.61
WC022,2018/19,Adjusted Budget,Indigent HH receiving FBS,653.65,
WC022,2019/20,Budget Year,Indigent HH receiving FBS,712.62,9.02
WC022,2020/21,Budget Year,Indigent HH receiving FBS,748.25,5.0
WC022,2021/22,Budget Year,Indigent HH receiving FBS,785.66,5.0
WC023,2015/16,Audited Outcome,Middle Income Range,2766.63,
WC023,2016/17,Audited Outcome,Middle Income Range,2987.36,7.98
WC023,2017/18,Audited Outcome,Middle Income Range,4302.83,44.03
WC023,2018/19,Original Budget,Middle Income Range,5066.71,17.75
WC023,2018/19,Adjusted Budget,Middle Income Range,5066.71,
WC023,2019/20,Budget Year,Middle Income Range,3999.36,11.77
WC023,2020/21,Budget Year,Middle Income Range,4422.79,10.59
WC023,2021/22,Budget Year,Middle Income Range,4817.98,8.94
WC023,2015/16,Audited Outcome,Affordable Range,1580.2,
WC023,2016/17,Audited Outcome,Affordable Range,1707.35,8.05
WC023,2017/18,Audited Outcome,Affordable Range,2678.14,56.86
WC023,2018/19,Original Budget,Affordable Range,3184.09,18.89
WC023,2018/19,Adjusted Budget,Affordable Range,3184.09,
WC023,2019/20,Budget Year,Affordable Range,2361.73,11.11
WC023,2020/21,Budget Year,Affordable Range,2601.99,10.17
WC023,2021/22,Budget Year,Affordable Range,2832.32,8.85
WC023,2015/16,Audited Outcome,Indigent HH receiving FBS,372.18,
WC023,2016/17,Audited Outcome,Indigent HH receiving FBS,399.86,7.44
WC023,2017/18,Audited Outcome,Indigent HH receiving FBS,1034.58,158.74
WC023,2018/19,Original Budget,Indigent HH receiving FBS,1253.39,21.15
WC023,2018/19,Adjusted Budget,Indigent HH receiving FBS,1253.39,
WC023,2019/20,Budget Year,Indigent HH receiving FBS,633.31,8.93
WC023,2020/21,Budget Year,Indigent HH receiving FBS,707.74,11.75
WC023,2021/22,Budget Year,Indigent HH receiving FBS,763.98,7.95
WC024,2015/16,Audited Outcome,Middle Income Range,2298.28,
WC024,2016/17,Audited Outcome,Middle Income Range,2497.36,8.66
WC024,2017/18,Audited Outcome,Middle Income Range,2453.58,-1.75
WC024,2018/19,Original Budget,Middle Income Range,2655.38,8.22
WC024,2018/19,Adjusted Budget,Middle Income Range,2655.38,
WC024,2019/20,Budget Year,Middle Income Range,2937.55,10.63
WC024,2020/21,Budget Year,Middle Income Range,3175.87,8.11
WC024,2021/22,Budget Year,Middle Income Range,3434.96,8.16
WC024,2015/16,Audited Outcome,Affordable Range,1301.89,
WC024,2016/17,Audited Outcome,Affordable Range,1407.0,8.07
WC024,2017/18,Audited Outcome,Affordable Range,1445.87,2.76
WC024,2018/19,Original Budget,Affordable Range,1573.0,8.79
WC024,2018/19,Adjusted Budget,Affordable Range,1573.0,
WC024,2019/20,Budget Year,Affordable Range,1725.67,9.71
WC024,2020/21,Budget Year,Affordable Range,1868.42,8.27
WC024,2021/22,Budget Year,Affordable Range,2024.4,8.35
WC024,2015/16,Audited Outcome,Indigent HH receiving FBS,481.21,
WC024,2016/17,Audited Outcome,Indigent HH receiving FBS,531.44,10.44
WC024,2017/18,Audited Outcome,Indigent HH receiving FBS,524.47,-1.31
WC024,2018/19,Original Budget,Indigent HH receiving FBS,573.04,9.26
WC024,2018/19,Adjusted Budget,Indigent HH receiving FBS,573.04,
WC024,2019/20,Budget Year,Indigent HH receiving FBS,623.43,8.79
WC024,2020/21,Budget Year,Indigent HH receiving FBS,672.81,7.92
WC024,2021/22,Budget Year,Indigent HH receiving FBS,726.41,7.97
WC025,2015/16,Audited Outcome,Middle Income Range,2600.92,
WC025,2016/17,Audited Outcome,Middle Income Range,2642.29,1.59
WC025,2017/18,Audited Outcome,Middle Income Range,2755.55,4.29
WC025,2018/19,Original Budget,Middle Income Range,2991.14,8.55
WC025,2018/19,Adjusted Budget,Middle Income Range,2991.14,
WC025,2019/20,Budget Year,Middle Income Range,3346.57,11.88
WC025,2020/21,Budget Year,Middle Income Range,3547.36,6.0
WC025,2021/22,Budget Year,Middle Income Range,3760.2,6.0
WC025,2015/16,Audited Outcome,Affordable Range,1488.8,
WC025,2016/17,Audited Outcome,Affordable Range,1490.82,0.14
WC025,2017/18,Audited Outcome,Affordable Range,1569.03,5.25
WC025,2018/19,Original Budget,Affordable Range,1783.58,13.67
WC025,2018/19,Adjusted Budget,Affordable Range,1783.58,
WC025,2019/20,Budget Year,Affordable Range,1971.34,10.53
WC025,2020/21,Budget Year,Affordable Range,2089.62,6.0
WC025,2021/22,Budget Year,Affordable Range,2215.0,6.0
WC025,2015/16,Audited Outcome,Indigent HH receiving FBS,555.16,
WC025,2016/17,Audited Outcome,Indigent HH receiving FBS,516.21,-7.02
WC025,2017/18,Audited Outcome,Indigent HH receiving FBS,546.91,5.95
WC025,2018/19,Original Budget,Indigent HH receiving FBS,590.02,7.88
WC025,2018/19,Adjusted Budget,Indigent HH receiving FBS,590.02,
WC025,2019/20,Budget Year,Indigent HH receiving FBS,654.08,10.86
WC025,2020/21,Budget Year,Indigent HH receiving FBS,693.33,6.0
WC025,2021/22,Budget Year,Indigent HH receiving FBS,734.92,6.0
WC026,2015/16,Audited Outcome,Middle Income Range,2236.04,
WC026,2016/17,Audited Outcome,Middle Income Range,2413.72,7.95
WC026,2017/18,Audited Outcome,Middle Income Range,2557.88,5.97
WC026,2018/19,Original Budget,Middle Income Range,2820.98,10.29
WC026,2018/19,Adjusted Budget,Middle Income Range,2820.98,
WC026,2019/20,Budget Year,Middle Income Range,3055.32,8.31
WC026,2020/21,Budget Year,Middle Income Range,3309.42,8.32
WC026,2021/22,Budget Year,Middle Income Range,3585.0,8.33
WC026,2015/16,Audited Outcome,Affordable Range,1413.78,
WC026,2016/17,Audited Outcome,Affordable Range,1512.76,7.0
WC026,2017/18,Audited Outcome,Affordable Range,1551.98,2.59
WC026,2018/19,Original Budget,Affordable Range,1679.65,8.23
WC026,2018/19,Adjusted Budget,Affordable Range,1679.65,
WC026,2019/20,Budget Year,Affordable Range,1822.19,8.49
WC026,2020/21,Budget Year,Affordable Range,1977.1,8.5
WC026,2021/22,Budget Year,Affordable Range,2145.5,8.52
WC026,2015/16,Audited Outcome,Indigent HH receiving FBS,491.93,
WC026,2016/17,Audited Outcome,Indigent HH receiving FBS,528.29,7.39
WC026,2017/18,Audited Outcome,Indigent HH receiving FBS,548.36,3.8
WC026,2018/19,Original Budget,Indigent HH receiving FBS,591.34,7.84
WC026,2018/19,Adjusted Budget,Indigent HH receiving FBS,593.34,0.34
WC026,2019/20,Budget Year,Indigent HH receiving FBS,632.53,6.6
WC026,2020/21,Budget Year,Indigent HH receiving FBS,676.62,6.97
WC026,2021/22,Budget Year,Indigent HH receiving FBS,723.97,7.0
DC2,2015/16,Audited Outcome,Middle Income Range,,
DC2,2016/17,Audited Outcome,Middle Income Range,,
DC2,2017/18,Audited Outcome,Middle Income Range,,
DC2,2018/19,Original Budget,Middle Income Range,,
DC2,2018/19,Adjusted Budget,Middle Income Range,,
DC2,2019/20,Budget Year,Middle Income Range,,
DC2,2020/21,Budget Year,Middle Income Range,,
DC2,2021/22,Budget Year,Middle Income Range,,
DC2,2015/16,Audited Outcome,Affordable Range,,
DC2,2016/17,Audited Outcome,Affordable Range,,
DC2,2017/18,Audited Outcome,Affordable Range,,
DC2,2018/19,Original Budget,Affordable Range,,
DC2,2018/19,Adjusted Budget,Affordable Range,,
DC2,2019/20,Budget Year,Affordable Range,,
DC2,2020/21,Budget Year,Affordable Range,,
DC2,2021/22,Budget Year,Affordable Range,,
DC2,2015/16,Audited Outcome,Indigent HH receiving FBS,,
DC2,2016/17,Audited Outcome,Indigent HH receiving FBS,,
DC2,2017/18,Audited Outcome,Indigent HH receiving FBS,,
DC2,2018/19,Original Budget,Indigent HH receiving FBS,,
DC2,2018/19,Adjusted Budget,Indigent HH receiving FBS,,
DC2,2019/20,Budget Year,Indigent HH receiving FBS,,
DC2,2020/21,Budget Year,Indigent HH receiving FBS,,
DC2,2021/22,Budget Year,Indigent HH receiving FBS,,
WC031,2015/16,Audited Outcome,Middle Income Range,2834.58,
WC031,2016/17,Audited Outcome,Middle Income Range,3014.01,6.33
WC031,2017/18,Audited Outcome,Middle Income Range,3082.7,2.28
WC031,2018/19,Original Budget,Middle Income Range,3217.89,4.39
WC031,2018/19,Adjusted Budget,Middle Income Range,3217.89,
WC031,2019/20,Budget Year,Middle Income Range,3638.18,13.06
WC031,2020/21,Budget Year,Middle Income Range,3856.47,6.0
WC031,2021/22,Budget Year,Middle Income Range,4087.86,6.0
WC031,2015/16,Audited Outcome,Affordable Range,1813.03,
WC031,2016/17,Audited Outcome,Affordable Range,1912.64,5.49
WC031,2017/18,Audited Outcome,Affordable Range,1985.57,3.81
WC031,2018/19,Original Budget,Affordable Range,2085.84,5.05
WC031,2018/19,Adjusted Budget,Affordable Range,2085.84,
WC031,2019/20,Budget Year,Affordable Range,2357.32,13.02
WC031,2020/21,Budget Year,Affordable Range,2498.76,6.0
WC031,2021/22,Budget Year,Affordable Range,2648.69,6.0
WC031,2015/16,Audited Outcome,Indigent HH receiving FBS,658.7,
WC031,2016/17,Audited Outcome,Indigent HH receiving FBS,683.19,3.72
WC031,2017/18,Audited Outcome,Indigent HH receiving FBS,767.75,12.38
WC031,2018/19,Original Budget,Indigent HH receiving FBS,844.7,10.02
WC031,2018/19,Adjusted Budget,Indigent HH receiving FBS,844.7,
WC031,2019/20,Budget Year,Indigent HH receiving FBS,964.82,14.22
WC031,2020/21,Budget Year,Indigent HH receiving FBS,1022.71,6.0
WC031,2021/22,Budget Year,Indigent HH receiving FBS,1084.07,6.0
WC032,2015/16,Audited Outcome,Middle Income Range,3054.67,
WC032,2016/17,Audited Outcome,Middle Income Range,3261.93,6.79
WC032,2017/18,Audited Outcome,Middle Income Range,3400.12,4.24
WC032,2018/19,Original Budget,Middle Income Range,3644.55,7.19
WC032,2018/19,Adjusted Budget,Middle Income Range,3644.55,
WC032,2019/20,Budget Year,Middle Income Range,4017.35,10.23
WC032,2020/21,Budget Year,Middle Income Range,4254.46,5.9
WC032,2021/22,Budget Year,Middle Income Range,4505.79,5.91
WC032,2015/16,Audited Outcome,Affordable Range,1936.95,
WC032,2016/17,Audited Outcome,Affordable Range,2062.98,6.51
WC032,2017/18,Audited Outcome,Affordable Range,2167.06,5.05
WC032,2018/19,Original Budget,Affordable Range,2321.92,7.15
WC032,2018/19,Adjusted Budget,Affordable Range,2321.92,
WC032,2019/20,Budget Year,Affordable Range,2543.0,9.52
WC032,2020/21,Budget Year,Affordable Range,2691.65,5.85
WC032,2021/22,Budget Year,Affordable Range,2849.22,5.85
WC032,2015/16,Audited Outcome,Indigent HH receiving FBS,737.64,
WC032,2016/17,Audited Outcome,Indigent HH receiving FBS,760.99,3.17
WC032,2017/18,Audited Outcome,Indigent HH receiving FBS,807.28,6.08
